ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
251029BR89E1QN,Đang chờ xử lý,2.15E+14,10/29/2025 9:26,,10/28/2025 10:12,SHOP PHỤ KIỆN SKY,449168894,Preferred(Non-CB),19319903470,Cường lực chống nhìn trộm iphone 16 ProMax Xs max 11 Promax 12 Promax 7 Plus 8 Plus X Xr 13 Pro max 14 15 Pro max [CNT],2.37E+11,Normal Product,373785602113797_0_0,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,18900,1,XTRA Comm,,16396,,6.00%,983.76,5.00%,819.8,1803.56,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029BQS5X6DA,Đang chờ xử lý,2.15E+14,10/29/2025 9:18,,10/28/2025 7:46,trangfoodygialai,44066254,C2C(Non-CB),23456661481,1kg chuối sấy không đường (2 túi mỗi túi 500g) đặc sản Gia Lai,1.39E+11,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,89000,1,Shopee Comm,,80100,,6.00%,4806,0.00%,0,4806,4806,0,4806,,0,0.00%,0,100.00%,4806,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BQ3GM8UP,Đang chờ xử lý,2.15E+14,10/29/2025 9:06,,10/27/2025 11:26,GIGAHOME,32678188,Shopee Mall(Non-CB),19726493407,Đầu Vòi Lọc Nước Tăng Áp Điều Hướng 360 Độ GIGAHOME 2 Chế Độ Chảy 1074,68957879106,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Chậu rửa & vòi nước,20000,1,XTRA Comm,,20000,,6.00%,1200,1.00%,200,1400,1200,200,1400,,0,0.00%,0,100.00%,1400,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029BMQX25TX,Đang chờ xử lý,2.15E+14,10/29/2025 8:23,,10/26/2025 2:50,Thiết Bị Y Tế Thu Thảo,50328274,Preferred(Non-CB),28979154080,Ống nghe y tế 2 mặt Spirit CK-601P,2.53E+11,Normal Product,,Sức Khỏe,Vật tư y tế,Ống nghe y tế,415000,1,Shopee Comm,,334800,,6.00%,20088,0.00%,0,20088,20088,0,20088,,0,0.00%,0,100.00%,20088,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029BM3DY3HC,Đang chờ xử lý,2.15E+14,10/29/2025 8:12,,10/29/2025 7:53,HCM Hemei,1501049216,C2C(Non-CB),29038522525,"Bình Nước Có Ống Hút Cho Học Sinh Dễ Thương, Chống Rò Rỉ, Dung Tích 600/800ml, Không BPA",2.54E+11,Normal Product,,Nhà cửa & Đời sống,Bộ đồ bàn ăn,Bình nước & phụ kiện,48500,1,XTRA Comm,,43165,,6.00%,2589.9,4.00%,1726.6,4316.5,5179.8,3453.2,8633,,0,0.00%,0,100.00%,8633,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BM3DY3HC,Đang chờ xử lý,2.15E+14,10/29/2025 8:12,,10/29/2025 7:53,HCM Hemei,1501049216,C2C(Non-CB),29038522525,"Bình Nước Có Ống Hút Cho Học Sinh Dễ Thương, Chống Rò Rỉ, Dung Tích 600/800ml, Không BPA",2.54E+11,Normal Product,,Nhà cửa & Đời sống,Bộ đồ bàn ăn,Bình nước & phụ kiện,48500,1,XTRA Comm,,43165,,6.00%,2589.9,4.00%,1726.6,4316.5,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BKQ6X74R,Đang chờ xử lý,2.15E+14,10/29/2025 8:05,,10/23/2025 16:41,MDTECH_Store,14989725,Preferred(Non-CB),40364785727,Chân đế gài dành cho Camera IMOU / EZVIZ / Chân đế Camera,2.44E+11,Normal Product,,Cameras & Flycam,Camera giám sát,Khác,8500,2,XTRA Comm,,17000,,6.00%,1020,2.50%,425,1445,1020,425,1445,,0,0.00%,0,100.00%,1445,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029BJVEGTBC,Đang chờ xử lý,2.15E+14,10/29/2025 7:50,,10/27/2025 15:55,DEW96 - Quần Áo Nữ,779826787,Preferred(Non-CB),27062598893,"Quần baggy nữ chất vải gió mát mềm mịn co giãn nhẹ, ít nhăn ít xù lưng cao cạp chun dây rút có túi",1.68E+11,Normal Product,,Thời Trang Nữ,Quần,Quần dài,109000,1,XTRA Comm,,109000,,6.00%,6540,1.00%,1090,7630,13080,2180,15260,,0,0.00%,0,100.00%,15260,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BJVEGTBC,Đang chờ xử lý,2.15E+14,10/29/2025 7:50,,10/27/2025 15:55,DEW96 - Quần Áo Nữ,779826787,Preferred(Non-CB),27062598893,"Quần baggy nữ chất vải gió mát mềm mịn co giãn nhẹ, ít nhăn ít xù lưng cao cạp chun dây rút có túi",2.95E+11,Normal Product,,Thời Trang Nữ,Quần,Quần dài,109000,1,XTRA Comm,,109000,,6.00%,6540,1.00%,1090,7630,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BF56WANM,Đang chờ xử lý,2.15E+14,10/29/2025 6:43,,10/29/2025 6:40,DR TUẤN,1448884799,C2C(Non-CB),29029163800,"Gel Giảm Mụn Trioderma Dành Cho Mọi Loại Da Giúp Sáng Da, Mờ Thâm, Ngừa Mụn – Tuýp 15g",3.02E+11,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Sản phẩm trị mụn,134000,1,XTRA Comm,,120600,,6.00%,7236,4.50%,5427,12663,7236,5427,12663,,0,0.00%,0,100.00%,12663,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BF3R67VX,Đang chờ xử lý,2.15E+14,10/29/2025 6:43,,10/27/2025 11:54,win92 shop,127011450,Preferred(Non-CB),10015388113,"Cây lau nhà mâm inox, cây lau nhà xoay 360 độ",1.94E+11,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Cây lau nhà,45000,1,Shopee Comm,,45000,,6.00%,2700,0.00%,0,2700,2700,0,2700,,0,0.00%,0,100.00%,2700,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029BD5D1YN3,Đang chờ xử lý,2.15E+14,10/29/2025 6:08,,10/27/2025 19:19,MINH LONG PHÁT SG,92454192,Preferred(Non-CB),7012884298,"(100% aut+ có video) kem GIẢM thâm mắt, bọng mắt collagen PLUS VIT E 701, HSD 09/01/2028",42110494207,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Sản phẩm dưỡng mắt,19900,1,XTRA Comm,,18200,,6.00%,1092,5.00%,910,2002,2676,2230,4906,,0,0.00%,0,100.00%,4906,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BD5D1YN3,Đang chờ xử lý,2.15E+14,10/29/2025 6:08,,10/27/2025 19:19,MINH LONG PHÁT SG,92454192,Preferred(Non-CB),18794639222,[màu nâu hạt dẻ]  hộp 10 gói Gội phủ bạc nhuộm tóc màu nâu hạt dẻ SOLBOL Max Shine Color tặng 10 đôi bao tay,1.18E+11,Normal Product,,Sắc Đẹp,Chăm sóc tóc,Thuốc nhuộm tóc,29000,1,XTRA Comm,,26400,,6.00%,1584,5.00%,1320,2904,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BCJ6WTA3,Đang chờ xử lý,2.15E+14,10/29/2025 5:57,,10/28/2025 11:29,Bảo  Hộ Lao Động Cường Hương,42262866,Preferred(Non-CB),16565661172,"Băng thun bó ống quần phản quang du lịch, phượt, dã ngoại",1.63E+11,Normal Product,,Thể Thao & Dã Ngoại,Phụ Kiện Thể Thao & Dã Ngoại,Phụ Kiện Khác,9000,2,Shopee Comm,,18000,,6.00%,1080,0.00%,0,1080,1080,0,1080,,0,0.00%,0,100.00%,1080,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029BC4UN4MN,Đang chờ xử lý,2.15E+14,10/29/2025 5:50,,10/27/2025 11:24,89 Tổng Kho Sỉ Lẻ,627603223,Preferred(Non-CB),18689913464,Máy sấy tóc 2 chiều nóng lạnh hiện đại công suất lớn 3500W,1.94E+11,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ chăm sóc tóc,59120,1,Shopee Comm,,52616,,6.00%,3156.96,0.00%,0,3156.96,3156.96,0,3156.96,,0,0.00%,0,100.00%,3156.96,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029BBKGM0GR,Đang chờ xử lý,2.15E+14,10/29/2025 5:40,,10/28/2025 7:39,Điện máy Smilemart,136097133,Shopee Mall(Non-CB),19560006814,"Dụng cụ tỏi ớt Locknlock CKS321,hàng chính hãng",2.13E+11,Normal Product,,Thiết Bị Điện Gia Dụng,Đồ gia dụng nhà bếp,Máy chế biến thực phẩm & Xay thịt,88999,1,XTRA Comm,,88999,,6.00%,5339.94,1.50%,1334.985,6674.925,5339.94,1334.985,6674.925,,0,0.00%,0,100.00%,6674.925,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029BAY925FN,Đang chờ xử lý,2.15E+14,10/29/2025 5:29,,10/29/2025 5:28,Tổng Kho Sỉ Gia Dụng ARNEXTECH,499975711,C2C(Non-CB),26007341527,"[CHÍNH HÃNG] Máy Rửa Xe Cầm Tay HITACHI 2 P 199V Áp Lực Cao, Máy Rửa Xe Gia Đình Với 3 Chế Độ Phun Rửa Áp Lực Mạnh Mẽ",79799173147,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,269000,1,XTRA Comm,,269000,,6.00%,16140,6.00%,16140,32280,16140,16140,32280,,0,0.00%,0,100.00%,32280,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029B7J3T4B1,Đang chờ xử lý,2.15E+14,10/29/2025 4:28,,10/27/2025 4:19,AKIO Beauty Official Store,202721408,Shopee Mall(Non-CB),5318932779,Máy uốn tóc xoăn tự động AKIO chất liệu gốm sứ đường kính uốn 28mm,2.66E+11,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ chăm sóc tóc,350000,1,Shopee Comm,,260000,,6.00%,15600,0.00%,0,15600,15600,0,15600,,0,0.00%,0,100.00%,15600,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AYSMX9CE,Đang chờ xử lý,2.15E+14,10/29/2025 2:09,,10/29/2025 1:54,Bé An Toàn - Mẹ An Tâm,120937725,Preferred(Non-CB),8137052627,"Ô tô đồ chơi xe tải 3 tầng kèm 6 xe đua nhỏ mô hình đường đua xe dài 1.65m, Xe Container đồ chơi cho bé.",1.85E+11,Normal Product,,Mẹ & Bé,Đồ chơi,Xe đồ chơi,219000,1,XTRA Comm,,197100,,6.00%,11826,1.00%,1971,13797,11826,1971,13797,,0,0.00%,0,100.00%,13797,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AX8311AT,Đang chờ xử lý,2.15E+14,10/29/2025 1:41,,10/28/2025 1:12,Lens Optic Hà Nội,1251576811,Preferred(Non-CB),29600186475,"Kính áp tròng SEED 1 ngày không màu, lens SEED 1day Pure trong suốt có độ cận - Lens Optic Hà Nội",2.05E+11,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Chăm sóc mắt,23000,2,Shopee Comm,,43700,,6.00%,2622,0.00%,0,2622,2622,0,2622,,0,0.00%,0,100.00%,2622,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AWUXUM4B,Đang chờ xử lý,2.15E+14,10/29/2025 1:34,,10/24/2025 23:57,Gối công thái học EMA Việt Nam,377567541,Shopee Mall(Non-CB),23080608216,Gối cao su non chống đau mỏi cổ vai gáy EMA - Thiết kế công thái học kết hợp Gel lạnh giúp ngủ nhanh,2.97E+11,Normal Product,,Nhà cửa & Đời sống,Chăn ga gối nệm,Gối,153000,1,Shopee Comm,,126990,,6.00%,7619.4,0.00%,0,7619.4,7619.4,0,7619.4,,0,0.00%,0,100.00%,7619.4,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AWS2B56S,Đang chờ xử lý,2.15E+14,10/29/2025 1:32,,10/27/2025 17:07,YYlingx Mall,82033227,Shopee Mall(CB),26373914254,"Yylingx Micro Phong Cảnh Đèn, Đá Cát Trang Trí Chùa Đèn Lồng Tượng Sân Vườn, Mini Zen Yard Cây Cảnh Thu Nhỏ",1.49E+11,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Trang trí vườn,204600,1,Shopee Comm,,198462,,6.00%,11907.72,0.00%,0,11907.72,11907.72,0,11907.72,,0,0.00%,0,100.00%,11907.72,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUR944WG,Đang chờ xử lý,2.15E+14,10/29/2025 0:56,,10/27/2025 15:34,Glow.Shop_,1337122594,C2C(Non-CB),28663557640,"Dây Đèn LED 1/3/5/10/15m Dạng Hạt 220V Có Phích Cắm – Không Thấm Nước, Trang Trí Nội Thất",1.95E+11,Normal Product,,Nhà cửa & Đời sống,Đèn,,45000,1,XTRA Comm,,45000,,6.00%,2700,3.00%,1350,4050,2700,1350,4050,,0,0.00%,0,100.00%,4050,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUJJ09V9,Đang chờ xử lý,2.15E+14,10/29/2025 0:53,,10/28/2025 0:05,HD99 Mall,255116298,Shopee Mall(Non-CB),26811884398,"Que lấy ráy tai inox Hiệp Tiến, dụng cụ ngoáy tai, chăm sóc tai chính hãng",2.57E+11,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Chăm sóc tai,10000,1,XTRA Comm,,10000,,6.00%,600,2.50%,250,850,600,250,850,,0,0.00%,0,100.00%,850,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),22713319678,Hạt Giống Đu Đủ vỏ đỏ-vỏ vàng-lùn vỏ xanh chuẩn giống nảy mầm cao,2.66E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,6300,2,XTRA Comm,,12600,,6.00%,756,10.00%,1260,2016,3009,2520,5529,,0,0.00%,0,100.00%,5529,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),29240393406,"Hạt Giống Hướng Dương Siêu Hoa – 50 Hạt, Nảy Mầm Cao, Ra Hoa Nhiều",1.69E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,6300,1,Shopee Comm,,6300,,6.00%,378,0.00%,0,378,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),41563526798,"Hạt Giống Cherry Mỹ – Trái Ngọt, Mọng Nước, Dễ Trồng",2.76E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,6300,1,Shopee Comm,,6300,,6.00%,378,0.00%,0,378,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),44365125065,[QUÀ TẶNG] Hạt Giống Rau Ngẫu Nhiên – Hàng Tặng Không Bán,1.67E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,0,1,XTRA Comm,,0,,6.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),22713319678,Hạt Giống Đu Đủ vỏ đỏ-vỏ vàng-lùn vỏ xanh chuẩn giống nảy mầm cao,2.66E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,6300,2,XTRA Comm,,12600,,6.00%,756,10.00%,1260,2016,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),26940419963,"100 Hạt Giống Hoa Hướng Dương Lùn – Hoa Đẹp, Cây Thấp, Trồng Chậu, Sân Vườn",2.61E+11,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,6050,1,Shopee Comm,,6050,,6.00%,363,0.00%,0,363,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),40514967908,"200 Hạt Giống Dâu Tây Khổng Lồ – Giống Chịu Nhiệt, Năng Suất Cao, Trồng Quanh Năm",2.81E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,6300,1,Shopee Comm,,6300,,6.00%,378,0.00%,0,378,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),40965130140,[QUÀ TẶNG] Hạt Giống Rau Ngẫu Nhiên – Hàng Tặng Không Bán1,3.01E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Hạt giống & chất hỗ trợ trồng cây,0,1,XTRA Comm,,0,,6.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029AUGPTPTK,Đang chờ xử lý,2.15E+14,10/29/2025 0:52,,10/29/2025 0:01,hạt giống an tâm.vn,924378159,C2C(Non-CB),41215121627,Quà Tặng Phân Bón NPK – Mua 5 Sản Phẩm Bất Kỳ Tặng Ngay – Hàng Tặng Không Bán,2.61E+11,Normal Product,375771814772801_0_0,Nhà cửa & Đời sống,Làm vườn,Phân bón,0,1,XTRA Comm,,0,,6.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
251029ATN9G0ME,Đang chờ xử lý,2.15E+14,10/29/2025 0:37,,10/28/2025 16:11,Hoa lan Việt Anh,59294271,C2C(Non-CB),3634914582,"2 lọ chế phẩm hùng nguyễn - siêu ra rễ, kích ky, trừ nấm",22915242227,Normal Product,,Nhà cửa & Đời sống,Làm vườn,Phân bón,50000,1,Shopee Comm,,44500,,6.00%,2670,0.00%,0,2670,2670,0,2670,,0,0.00%,0,100.00%,2670,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Others
251029ATM82NM4,Đang chờ xử lý,2.15E+14,10/29/2025 0:36,,10/27/2025 4:17,THE TONKIN,1302965073,Shopee Mall(Non-CB),29559785055,"Máy massage cầm tay chính hãng TONKIN TK1, 99 cấp độ massage, thư dãn toàn thân, cổ, vai, gáy",1.58E+11,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Dụng cụ massage và trị liệu,39699,1,XTRA Comm,,19899,,6.00%,1193.94,5.00%,994.95,2188.89,1193.94,994.95,2188.89,,0,0.00%,0,100.00%,2188.89,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB1_2_20251103230605,,,,,Facebook
